_id,ts_code,trade_date,bid_open,bid_close,bid_high,bid_low,ask_open,ask_close,ask_high,ask_low,tick_qty,year,month,day,hour,minute,second
6020d7cfdc072827cc40bcdd,USDCNH.FXCM,2012-12-12,6.2229,6.2221,6.2272,6.2206,6.2282,6.2255,6.23,6.2244,8014,2012,12,12,0,0,0
6020d7cfdc072827cc40bcde,USDCNH.FXCM,2012-12-11,6.2078,6.2229,6.2251,6.2027,6.2112,6.2282,6.2295,6.211,7241,2012,12,11,0,0,0
6020d7cfdc072827cc40bcdf,USDCNH.FXCM,2012-12-10,6.2082,6.2078,6.2113,6.2014,6.2117,6.2112,6.2206,6.2049,5968,2012,12,10,0,0,0
6020d7cfdc072827cc40bce0,USDCNH.FXCM,2012-12-07,6.21,6.2082,6.2118,6.2065,6.2135,6.2117,6.2152,6.2091,6782,2012,12,7,0,0,0
6020d7cfdc072827cc40bce1,USDCNH.FXCM,2012-12-06,6.2088,6.21,6.2146,6.2053,6.2123,6.2135,6.218,6.2086,9172,2012,12,6,0,0,0
6020d7cfdc072827cc40bce2,USDCNH.FXCM,2012-12-05,6.2055,6.2088,6.2148,6.203,6.2089,6.2123,6.2176,6.2058,8575,2012,12,5,0,0,0
6020d7cfdc072827cc40bce3,USDCNH.FXCM,2012-12-04,6.2047,6.2055,6.2129,6.198,6.2184,6.2089,6.2243,6.2081,7556,2012,12,4,0,0,0
6020d7cfdc072827cc40bce4,USDCNH.FXCM,2012-12-03,6.2092,6.2047,6.2163,6.2036,6.2147,6.2184,6.221,6.2127,7544,2012,12,3,0,0,0
6020d7cfdc072827cc40bce5,USDCNH.FXCM,2012-11-30,6.2049,6.2092,6.2152,6.202,6.2119,6.2147,6.2221,6.205,7954,2012,11,30,0,0,0
6020d7cfdc072827cc40bce6,USDCNH.FXCM,2012-11-29,6.221,6.2049,6.2224,6.2013,6.2247,6.2119,6.2268,6.2071,9318,2012,11,29,0,0,0
6020d7cfdc072827cc40bce7,USDCNH.FXCM,2012-11-28,6.2232,6.221,6.2276,6.219,6.2266,6.2247,6.2307,6.2234,9041,2012,11,28,0,0,0
6020d7cfdc072827cc40bce8,USDCNH.FXCM,2012-11-27,6.2245,6.2232,6.2259,6.2189,6.2279,6.2266,6.2336,6.222,9221,2012,11,27,0,0,0
6020d7cfdc072827cc40bce9,USDCNH.FXCM,2012-11-26,6.2245,6.2245,6.2282,6.2208,6.2279,6.2279,6.232,6.2259,6427,2012,11,26,0,0,0
6020d7cfdc072827cc40bcea,USDCNH.FXCM,2012-11-23,6.2271,6.2245,6.2295,6.2234,6.2326,6.2279,6.233,6.2266,5930,2012,11,23,0,0,0
6020d7cfdc072827cc40bceb,USDCNH.FXCM,2012-11-22,6.2315,6.2271,6.2316,6.2254,6.2349,6.2326,6.2357,6.2302,6619,2012,11,22,0,0,0
6020d7cfdc072827cc40bcec,USDCNH.FXCM,2012-11-21,6.2318,6.2315,6.2345,6.229,6.2352,6.2349,6.237,6.2317,7752,2012,11,21,0,0,0
6020d7cfdc072827cc40bced,USDCNH.FXCM,2012-11-20,6.2292,6.2318,6.2333,6.2269,6.2326,6.2352,6.2359,6.2294,8640,2012,11,20,0,0,0
6020d7cfdc072827cc40bcee,USDCNH.FXCM,2012-11-19,6.2399,6.2292,6.2399,6.2271,6.2434,6.2326,6.2434,6.2308,4272,2012,11,19,0,0,0
6020d7cfdc072827cc40bcef,USDCNH.FXCM,2012-11-16,6.2274,6.2399,6.2436,6.2253,6.2351,6.2434,6.246,6.2295,8608,2012,11,16,0,0,0
6020d7cfdc072827cc40bcf0,USDCNH.FXCM,2012-11-15,6.2097,6.2274,6.232,6.2053,6.2143,6.2351,6.2386,6.2131,9167,2012,11,15,0,0,0
6020d7cfdc072827cc40bcf1,USDCNH.FXCM,2012-11-14,6.2166,6.2097,6.2176,6.209,6.2201,6.2143,6.2203,6.2117,7426,2012,11,14,0,0,0
6020d7cfdc072827cc40bcf2,USDCNH.FXCM,2012-11-13,6.2205,6.2166,6.2221,6.2141,6.2239,6.2201,6.2256,6.2178,8643,2012,11,13,0,0,0
6020d7cfdc072827cc40bcf3,USDCNH.FXCM,2012-11-12,6.2334,6.2205,6.2335,6.219,6.2369,6.2239,6.2381,6.2231,5843,2012,11,12,0,0,0
6020d7cfdc072827cc40bcf4,USDCNH.FXCM,2012-11-09,6.2335,6.2334,6.2356,6.2242,6.2369,6.2369,6.2392,6.2279,9179,2012,11,9,0,0,0
6020d7cfdc072827cc40bcf5,USDCNH.FXCM,2012-11-08,6.2347,6.2335,6.2379,6.2327,6.2382,6.2369,6.2403,6.2352,9406,2012,11,8,0,0,0
6020d7cfdc072827cc40bcf6,USDCNH.FXCM,2012-11-07,6.2366,6.2347,6.2369,6.2335,6.24,6.2382,6.2403,6.2362,3441,2012,11,7,0,0,0
6020d7cfdc072827cc40bcf7,USDCNH.FXCM,2012-11-06,6.2408,6.2366,6.2412,6.2362,6.2443,6.24,6.2446,6.239,6558,2012,11,6,0,0,0
6020d7cfdc072827cc40bcf8,USDCNH.FXCM,2012-11-05,6.2405,6.2408,6.2449,6.239,6.244,6.2443,6.2554,6.2415,7199,2012,11,5,0,0,0
6020d7cfdc072827cc40bcf9,USDCNH.FXCM,2012-11-02,6.2402,6.2405,6.2448,6.2379,6.2437,6.244,6.2472,6.2404,7642,2012,11,2,0,0,0
6020d7cfdc072827cc40bcfa,USDCNH.FXCM,2012-11-01,6.2422,6.2402,6.2444,6.2398,6.2476,6.2437,6.248,6.2428,6341,2012,11,1,0,0,0
6020d7cfdc072827cc40bcfb,USDCNH.FXCM,2012-10-31,6.2414,6.2422,6.2457,6.2382,6.2449,6.2476,6.2491,6.2417,6377,2012,10,31,0,0,0
6020d7cfdc072827cc40bcfc,USDCNH.FXCM,2012-10-30,6.2436,6.2414,6.2454,6.2396,6.2479,6.2449,6.2494,6.2431,3114,2012,10,30,0,0,0
6020d7cfdc072827cc40bcfd,USDCNH.FXCM,2012-10-29,6.2419,6.2436,6.2474,6.238,6.2453,6.2479,6.2533,6.2405,5515,2012,10,29,0,0,0
6020d7cfdc072827cc40bcfe,USDCNH.FXCM,2012-10-26,6.2357,6.2419,6.2455,6.2233,6.2392,6.2453,6.2533,6.2314,10563,2012,10,26,0,0,0
6020d7cfdc072827cc40bcff,USDCNH.FXCM,2012-10-25,6.2419,6.2357,6.2442,6.2316,6.2464,6.2392,6.2497,6.2342,7771,2012,10,25,0,0,0
6020d7cfdc072827cc40bd00,USDCNH.FXCM,2012-10-24,6.2527,6.2419,6.2551,6.2405,6.257,6.2464,6.2697,6.2441,8835,2012,10,24,0,0,0
6020d7cfdc072827cc40bd01,USDCNH.FXCM,2012-10-23,6.2503,6.2527,6.2543,6.2473,6.2542,6.257,6.2574,6.25,7890,2012,10,23,0,0,0
6020d7cfdc072827cc40bd02,USDCNH.FXCM,2012-10-22,6.2552,6.2503,6.2615,6.2484,6.2586,6.2542,6.273,6.2519,7073,2012,10,22,0,0,0
6020d7cfdc072827cc40bd03,USDCNH.FXCM,2012-10-19,6.2546,6.2552,6.2595,6.2504,6.258,6.2586,6.2647,6.255,8176,2012,10,19,0,0,0
6020d7cfdc072827cc40bd04,USDCNH.FXCM,2012-10-18,6.2507,6.2546,6.2605,6.2419,6.2541,6.258,6.2632,6.2494,7662,2012,10,18,0,0,0
6020d7cfdc072827cc40bd05,USDCNH.FXCM,2012-10-17,6.2603,6.2507,6.2605,6.2469,6.2637,6.2541,6.2644,6.2525,8430,2012,10,17,0,0,0
6020d7cfdc072827cc40bd06,USDCNH.FXCM,2012-10-16,6.265,6.2603,6.2715,6.2599,6.2685,6.2637,6.2739,6.2627,8662,2012,10,16,0,0,0
6020d7cfdc072827cc40bd07,USDCNH.FXCM,2012-10-15,6.2713,6.265,6.2745,6.2566,6.2748,6.2685,6.2776,6.2665,6646,2012,10,15,0,0,0
6020d7cfdc072827cc40bd08,USDCNH.FXCM,2012-10-12,6.2797,6.2713,6.28,6.2688,6.2831,6.2748,6.2834,6.2713,7092,2012,10,12,0,0,0
6020d7cfdc072827cc40bd09,USDCNH.FXCM,2012-10-11,6.2889,6.2797,6.2902,6.2747,6.2924,6.2831,6.2945,6.2786,4505,2012,10,11,0,0,0
6020d7cfdc072827cc40bd0a,USDCNH.FXCM,2012-10-10,6.2899,6.2889,6.2935,6.2836,6.2941,6.2924,6.3013,6.2885,8002,2012,10,10,0,0,0
6020d7cfdc072827cc40bd0b,USDCNH.FXCM,2012-10-09,6.2915,6.2899,6.2931,6.287,6.2984,6.2941,6.2986,6.2896,9180,2012,10,9,0,0,0
6020d7cfdc072827cc40bd0c,USDCNH.FXCM,2012-10-08,6.2919,6.2915,6.3008,6.2894,6.2954,6.2984,6.3101,6.2921,6087,2012,10,8,0,0,0
6020d7cfdc072827cc40bd0d,USDCNH.FXCM,2012-10-05,6.3005,6.2919,6.3014,6.2899,6.304,6.2954,6.3068,6.2944,7544,2012,10,5,0,0,0
6020d7cfdc072827cc40bd0e,USDCNH.FXCM,2012-10-04,6.3058,6.3005,6.306,6.2988,6.3093,6.304,6.3101,6.303,8747,2012,10,4,0,0,0
6020d7cfdc072827cc40bd0f,USDCNH.FXCM,2012-10-03,6.301,6.3058,6.3066,6.2987,6.3044,6.3093,6.3096,6.3024,7929,2012,10,3,0,0,0
6020d7cfdc072827cc40bd10,USDCNH.FXCM,2012-10-02,6.3015,6.301,6.3029,6.2998,6.3054,6.3044,6.3063,6.3023,6288,2012,10,2,0,0,0
6020d7cfdc072827cc40bd11,USDCNH.FXCM,2012-10-01,6.3042,6.3015,6.3052,6.291,6.3082,6.3054,6.3082,6.3029,8318,2012,10,1,0,0,0
6020d7cfdc072827cc40bd12,USDCNH.FXCM,2012-09-28,6.3073,6.3042,6.3099,6.2987,6.3137,6.3082,6.3174,6.3012,9661,2012,9,28,0,0,0
6020d7cfdc072827cc40bd13,USDCNH.FXCM,2012-09-27,6.3039,6.3073,6.3165,6.3031,6.3074,6.3137,6.3214,6.3071,11210,2012,9,27,0,0,0
6020d7cfdc072827cc40bd14,USDCNH.FXCM,2012-09-26,6.3134,6.3039,6.3135,6.301,6.3168,6.3074,6.3176,6.3048,8678,2012,9,26,0,0,0
6020d7cfdc072827cc40bd15,USDCNH.FXCM,2012-09-25,6.3149,6.3134,6.3152,6.3069,6.3183,6.3168,6.3226,6.3108,8787,2012,9,25,0,0,0
6020d7cfdc072827cc40bd16,USDCNH.FXCM,2012-09-24,6.312,6.3149,6.3159,6.31,6.3155,6.3183,6.3189,6.3125,7050,2012,9,24,0,0,0
6020d7cfdc072827cc40bd17,USDCNH.FXCM,2012-09-21,6.3146,6.312,6.3152,6.3051,6.3193,6.3155,6.3203,6.3128,9942,2012,9,21,0,0,0
6020d7cfdc072827cc40bd18,USDCNH.FXCM,2012-09-20,6.3148,6.3146,6.3202,6.3056,6.3182,6.3193,6.3229,6.3094,11332,2012,9,20,0,0,0
6020d7cfdc072827cc40bd19,USDCNH.FXCM,2012-09-19,6.3278,6.3148,6.331,6.3081,6.3334,6.3182,6.3392,6.3133,9562,2012,9,19,0,0,0
6020d7cfdc072827cc40bd1a,USDCNH.FXCM,2012-09-18,6.3221,6.3278,6.3305,6.3203,6.3256,6.3334,6.337,6.3251,10157,2012,9,18,0,0,0
6020d7cfdc072827cc40bd1b,USDCNH.FXCM,2012-09-17,6.3197,6.3221,6.3246,6.3139,6.3232,6.3256,6.3326,6.3199,7493,2012,9,17,0,0,0
6020d7cfdc072827cc40bd1c,USDCNH.FXCM,2012-09-14,6.3266,6.3197,6.3275,6.3049,6.3301,6.3232,6.3336,6.3162,14515,2012,9,14,0,0,0
6020d7cfdc072827cc40bd1d,USDCNH.FXCM,2012-09-13,6.3296,6.3266,6.3347,6.3208,6.3331,6.3301,6.3398,6.3301,12005,2012,9,13,0,0,0
6020d7cfdc072827cc40bd1e,USDCNH.FXCM,2012-09-12,6.3366,6.3296,6.3369,6.3269,6.34,6.3331,6.3404,6.33,10458,2012,9,12,0,0,0
6020d7cfdc072827cc40bd1f,USDCNH.FXCM,2012-09-11,6.343,6.3366,6.3443,6.3361,6.3478,6.34,6.3483,6.3386,9109,2012,9,11,0,0,0
6020d7cfdc072827cc40bd20,USDCNH.FXCM,2012-09-10,6.3393,6.343,6.3431,6.3343,6.3427,6.3478,6.348,6.3392,7240,2012,9,10,0,0,0
6020d7cfdc072827cc40bd21,USDCNH.FXCM,2012-09-07,6.3446,6.3393,6.3453,6.3357,6.3481,6.3427,6.3488,6.3407,9609,2012,9,7,0,0,0
6020d7cfdc072827cc40bd22,USDCNH.FXCM,2012-09-06,6.3488,6.3446,6.3496,6.344,6.3523,6.3481,6.3582,6.3467,10254,2012,9,6,0,0,0
6020d7cfdc072827cc40bd23,USDCNH.FXCM,2012-09-05,6.3471,6.3488,6.3543,6.3379,6.3506,6.3523,6.362,6.3463,9540,2012,9,5,0,0,0
6020d7cfdc072827cc40bd24,USDCNH.FXCM,2012-09-04,6.3453,6.3471,6.3518,6.3367,6.3487,6.3506,6.3553,6.3436,7385,2012,9,4,0,0,0
6020d7cfdc072827cc40bd25,USDCNH.FXCM,2012-09-03,6.3499,6.3453,6.3541,6.3424,6.3535,6.3487,6.3603,6.347,4981,2012,9,3,0,0,0
6020d7cfdc072827cc40bd26,USDCNH.FXCM,2012-08-31,6.3538,6.3499,6.3553,6.3393,6.3572,6.3535,6.3666,6.3512,11249,2012,8,31,0,0,0
6020d7cfdc072827cc40bd27,USDCNH.FXCM,2012-08-30,6.356,6.3538,6.3588,6.3526,6.3594,6.3572,6.3621,6.3551,7405,2012,8,30,0,0,0
6020d7cfdc072827cc40bd28,USDCNH.FXCM,2012-08-29,6.3591,6.356,6.3592,6.3534,6.3626,6.3594,6.3679,6.3561,8547,2012,8,29,0,0,0
6020d7cfdc072827cc40bd29,USDCNH.FXCM,2012-08-28,6.361,6.3591,6.3639,6.3573,6.3644,6.3626,6.3671,6.361,8241,2012,8,28,0,0,0
6020d7cfdc072827cc40bd2a,USDCNH.FXCM,2012-08-27,6.359,6.361,6.362,6.3514,6.3625,6.3644,6.367,6.3607,4781,2012,8,27,0,0,0
6020d7cfdc072827cc40bd2b,USDCNH.FXCM,2012-08-24,6.3546,6.359,6.3618,6.3515,6.358,6.3625,6.3696,6.3574,8308,2012,8,24,0,0,0
6020d7cfdc072827cc40bd2c,USDCNH.FXCM,2012-08-23,6.3544,6.3546,6.3579,6.3504,6.3579,6.358,6.3625,6.354,10275,2012,8,23,0,0,0
6020d7cfdc072827cc40bd2d,USDCNH.FXCM,2012-08-22,6.3523,6.3544,6.359,6.3359,6.3588,6.3579,6.3659,6.3561,10954,2012,8,22,0,0,0
6020d7cfdc072827cc40bd2e,USDCNH.FXCM,2012-08-21,6.3619,6.3523,6.3638,6.3514,6.3653,6.3588,6.3672,6.3563,7191,2012,8,21,0,0,0
6020d7cfdc072827cc40bd2f,USDCNH.FXCM,2012-08-20,6.3646,6.3619,6.366,6.3596,6.3682,6.3653,6.3711,6.3621,7340,2012,8,20,0,0,0
6020d7cfdc072827cc40bd30,USDCNH.FXCM,2012-08-17,6.3661,6.3646,6.3688,6.3578,6.3695,6.3682,6.3728,6.363,7691,2012,8,17,0,0,0
6020d7cfdc072827cc40bd31,USDCNH.FXCM,2012-08-16,6.3681,6.3661,6.373,6.3599,6.3716,6.3695,6.3823,6.3669,8745,2012,8,16,0,0,0
6020d7cfdc072827cc40bd32,USDCNH.FXCM,2012-08-15,6.3628,6.3681,6.3713,6.3603,6.3663,6.3716,6.3738,6.3655,6524,2012,8,15,0,0,0
6020d7cfdc072827cc40bd33,USDCNH.FXCM,2012-08-14,6.3629,6.3628,6.365,6.3622,6.3663,6.3663,6.3688,6.3647,7308,2012,8,14,0,0,0
6020d7cfdc072827cc40bd34,USDCNH.FXCM,2012-08-13,6.3642,6.3629,6.3669,6.3524,6.3676,6.3663,6.3718,6.3636,7160,2012,8,13,0,0,0
6020d7cfdc072827cc40bd35,USDCNH.FXCM,2012-08-10,6.3657,6.3642,6.3698,6.3599,6.3692,6.3676,6.375,6.3662,6846,2012,8,10,0,0,0
6020d7cfdc072827cc40bd36,USDCNH.FXCM,2012-08-09,6.3678,6.3657,6.3691,6.3598,6.3712,6.3692,6.3726,6.3623,8684,2012,8,9,0,0,0
6020d7cfdc072827cc40bd37,USDCNH.FXCM,2012-08-08,6.3689,6.3678,6.3731,6.3649,6.3733,6.3712,6.3766,6.3684,8409,2012,8,8,0,0,0
6020d7cfdc072827cc40bd38,USDCNH.FXCM,2012-08-07,6.3754,6.3689,6.3759,6.3675,6.3789,6.3733,6.3794,6.37,7728,2012,8,7,0,0,0
6020d7cfdc072827cc40bd39,USDCNH.FXCM,2012-08-06,6.3764,6.3754,6.3772,6.3735,6.3798,6.3789,6.3827,6.3761,6443,2012,8,6,0,0,0
6020d7cfdc072827cc40bd3a,USDCNH.FXCM,2012-08-03,6.3827,6.3764,6.3857,6.3717,6.3892,6.3798,6.3909,6.3758,10733,2012,8,3,0,0,0
6020d7cfdc072827cc40bd3b,USDCNH.FXCM,2012-08-02,6.3763,6.3827,6.3886,6.3702,6.3799,6.3892,6.3941,6.3759,14543,2012,8,2,0,0,0
6020d7cfdc072827cc40bd3c,USDCNH.FXCM,2012-08-01,6.3719,6.3763,6.3777,6.3718,6.3757,6.3799,6.3834,6.3751,8657,2012,8,1,0,0,0
6020d7cfdc072827cc40bd3d,USDCNH.FXCM,2012-07-31,6.3815,6.3719,6.3837,6.3684,6.3864,6.3757,6.3971,6.3754,9282,2012,7,31,0,0,0
6020d7cfdc072827cc40bd3e,USDCNH.FXCM,2012-07-30,6.3818,6.3815,6.3832,6.3708,6.3861,6.3864,6.3953,6.383,9173,2012,7,30,0,0,0
6020d7cfdc072827cc40bd3f,USDCNH.FXCM,2012-07-27,6.3731,6.3818,6.3848,6.3696,6.385,6.3861,6.3887,6.3816,6988,2012,7,27,0,0,0
6020d7cfdc072827cc40bd40,USDCNH.FXCM,2012-07-26,6.3866,6.3731,6.3878,6.372,6.3901,6.385,6.3973,6.381,13297,2012,7,26,0,0,0
6020d7cfdc072827cc40bd41,USDCNH.FXCM,2012-07-25,6.3873,6.3866,6.3927,6.3825,6.3907,6.3901,6.3971,6.3867,13118,2012,7,25,0,0,0
6020d7cfdc072827cc40bd42,USDCNH.FXCM,2012-07-24,6.385,6.3873,6.3895,6.3779,6.3884,6.3907,6.3948,6.3865,12198,2012,7,24,0,0,0
6020d7cfdc072827cc40bd43,USDCNH.FXCM,2012-07-23,6.3696,6.385,6.3861,6.3657,6.374,6.3884,6.3901,6.374,10631,2012,7,23,0,0,0
6020d7cfdc072827cc40bd44,USDCNH.FXCM,2012-07-20,6.3678,6.3696,6.3742,6.3591,6.3731,6.374,6.3833,6.372,7044,2012,7,20,0,0,0
6020d7cfdc072827cc40bd45,USDCNH.FXCM,2012-07-19,6.3703,6.3678,6.3714,6.3647,6.3737,6.3731,6.375,6.3698,9219,2012,7,19,0,0,0
6020d7cfdc072827cc40bd46,USDCNH.FXCM,2012-07-18,6.372,6.3703,6.3731,6.3651,6.377,6.3737,6.3802,6.3722,4998,2012,7,18,0,0,0
6020d7cfdc072827cc40bd47,USDCNH.FXCM,2012-07-17,6.3784,6.372,6.3784,6.3686,6.3811,6.377,6.3811,6.3733,9345,2012,7,17,0,0,0
6020d7cfdc072827cc40bd48,USDCNH.FXCM,2012-07-16,6.3713,6.3784,6.3786,6.3535,6.3756,6.3811,6.3818,6.3742,3905,2012,7,16,0,0,0
6020d7cfdc072827cc40bd49,USDCNH.FXCM,2012-07-13,6.3723,6.3713,6.3773,6.3627,6.3771,6.3756,6.3868,6.372,9525,2012,7,13,0,0,0
6020d7cfdc072827cc40bd4a,USDCNH.FXCM,2012-07-12,6.3668,6.3723,6.3733,6.3639,6.3703,6.3771,6.3777,6.3675,9723,2012,7,12,0,0,0
6020d7cfdc072827cc40bd4b,USDCNH.FXCM,2012-07-11,6.3635,6.3668,6.3673,6.3605,6.367,6.3703,6.3706,6.3638,12048,2012,7,11,0,0,0
6020d7cfdc072827cc40bd4c,USDCNH.FXCM,2012-07-10,6.3688,6.3635,6.3695,6.3622,6.3726,6.367,6.3736,6.3652,11130,2012,7,10,0,0,0
6020d7cfdc072827cc40bd4d,USDCNH.FXCM,2012-07-09,6.3698,6.3688,6.3759,6.3609,6.3754,6.3726,6.3917,6.3703,8779,2012,7,9,0,0,0
6020d7cfdc072827cc40bd4e,USDCNH.FXCM,2012-07-06,6.3581,6.3698,6.3705,6.3504,6.3631,6.3754,6.3759,6.3576,8934,2012,7,6,0,0,0
6020d7cfdc072827cc40bd4f,USDCNH.FXCM,2012-07-05,6.3463,6.3581,6.3587,6.3445,6.3505,6.3631,6.3673,6.3505,10840,2012,7,5,0,0,0
6020d7cfdc072827cc40bd50,USDCNH.FXCM,2012-07-04,6.3497,6.3463,6.3503,6.3436,6.3531,6.3505,6.3538,6.3472,7072,2012,7,4,0,0,0
6020d7cfdc072827cc40bd51,USDCNH.FXCM,2012-07-03,6.3497,6.3497,6.3538,6.3486,6.3576,6.3531,6.36,6.3528,3211,2012,7,3,0,0,0
6020d7cfdc072827cc40bd52,USDCNH.FXCM,2012-07-02,6.3513,6.3497,6.3552,6.3403,6.3584,6.3576,6.3698,6.3524,7917,2012,7,2,0,0,0
6020d7cfdc072827cc40bd53,USDCNH.FXCM,2012-06-29,6.3617,6.3513,6.3623,6.3512,6.3651,6.3584,6.368,6.3564,16803,2012,6,29,0,0,0
6020d7cfdc072827cc40bd54,USDCNH.FXCM,2012-06-28,6.3621,6.3617,6.3628,6.357,6.3656,6.3651,6.3669,6.3613,21867,2012,6,28,0,0,0
6020d7cfdc072827cc40bd55,USDCNH.FXCM,2012-06-27,6.3637,6.3621,6.365,6.3568,6.3693,6.3656,6.3721,6.3636,15952,2012,6,27,0,0,0
6020d7cfdc072827cc40bd56,USDCNH.FXCM,2012-06-26,6.3675,6.3637,6.3709,6.3608,6.3737,6.3693,6.3765,6.3672,15686,2012,6,26,0,0,0
6020d7cfdc072827cc40bd57,USDCNH.FXCM,2012-06-25,6.3677,6.3675,6.3759,6.3638,6.3715,6.3737,6.3836,6.3691,21596,2012,6,25,0,0,0
6020d7cfdc072827cc40bd58,USDCNH.FXCM,2012-06-22,6.3709,6.3677,6.3731,6.3657,6.3772,6.3715,6.3772,6.3698,23061,2012,6,22,0,0,0
6020d7cfdc072827cc40bd59,USDCNH.FXCM,2012-06-21,6.3571,6.3709,6.3717,6.3571,6.3634,6.3772,6.3779,6.3614,21807,2012,6,21,0,0,0
6020d7cfdc072827cc40bd5a,USDCNH.FXCM,2012-06-20,6.3566,6.3571,6.3611,6.3517,6.3601,6.3634,6.3669,6.3587,24396,2012,6,20,0,0,0
6020d7cfdc072827cc40bd5b,USDCNH.FXCM,2012-06-19,6.3636,6.3566,6.3649,6.3555,6.3684,6.3601,6.3703,6.3595,22497,2012,6,19,0,0,0
6020d7cfdc072827cc40bd5c,USDCNH.FXCM,2012-06-18,6.3643,6.3636,6.3681,6.3506,6.3736,6.3684,6.3854,6.362,24688,2012,6,18,0,0,0
6020d7cfdc072827cc40bd5d,USDCNH.FXCM,2012-06-15,6.3644,6.3643,6.3763,6.3622,6.3708,6.3736,6.3797,6.3654,21307,2012,6,15,0,0,0
6020d7cfdc072827cc40bd5e,USDCNH.FXCM,2012-06-14,6.3684,6.3644,6.3692,6.3634,6.3746,6.3708,6.3748,6.3678,23945,2012,6,14,0,0,0
6020d7cfdc072827cc40bd5f,USDCNH.FXCM,2012-06-13,6.3715,6.3684,6.3722,6.3644,6.3777,6.3746,6.3785,6.3679,22970,2012,6,13,0,0,0
6020d7cfdc072827cc40bd60,USDCNH.FXCM,2012-06-12,6.3698,6.3715,6.3755,6.367,6.3761,6.3777,6.3787,6.37,22809,2012,6,12,0,0,0
6020d7cfdc072827cc40bd61,USDCNH.FXCM,2012-06-11,6.3704,6.3698,6.3716,6.3645,6.3761,6.3761,6.3765,6.3672,13564,2012,6,11,0,0,0
6020d7cfdc072827cc40bd62,USDCNH.FXCM,2012-06-08,6.3576,6.3704,6.3731,6.3551,6.3639,6.3761,6.3765,6.3603,27187,2012,6,8,0,0,0
6020d7cfdc072827cc40bd63,USDCNH.FXCM,2012-06-07,6.3547,6.3576,6.3611,6.3536,6.3611,6.3639,6.3654,6.3579,21094,2012,6,7,0,0,0
6020d7cfdc072827cc40bd64,USDCNH.FXCM,2012-06-06,6.3632,6.3547,6.3656,6.3536,6.3696,6.3611,6.3699,6.3585,22470,2012,6,6,0,0,0
6020d7cfdc072827cc40bd65,USDCNH.FXCM,2012-06-05,6.3621,6.3632,6.3679,6.3594,6.3684,6.3696,6.3733,6.362,21579,2012,6,5,0,0,0
6020d7cfdc072827cc40bd66,USDCNH.FXCM,2012-06-04,6.3655,6.3621,6.3695,6.362,6.3709,6.3684,6.375,6.3669,19387,2012,6,4,0,0,0
6020d7cfdc072827cc40bd67,USDCNH.FXCM,2012-06-01,6.3669,6.3655,6.3735,6.3585,6.372,6.3709,6.3802,6.364,19362,2012,6,1,0,0,0
6020d7cfdc072827cc40bd68,USDCNH.FXCM,2012-05-31,6.3595,6.3669,6.3716,6.3565,6.3658,6.372,6.3762,6.3628,22610,2012,5,31,0,0,0
6020d7cfdc072827cc40bd69,USDCNH.FXCM,2012-05-30,6.342,6.3595,6.3599,6.3388,6.3491,6.3658,6.367,6.3435,22217,2012,5,30,0,0,0
