_id,date,1y,year,month,day,hour,minute,second
5ff1c946c380bd31923cc72b,2018-07-03,4.31,2018,7,3,0,0,0
5ff1c946c380bd31923cc72c,2018-07-02,4.31,2018,7,2,0,0,0
5ff1c946c380bd31923cc72d,2018-06-29,4.31,2018,6,29,0,0,0
5ff1c946c380bd31923cc72e,2018-06-28,4.31,2018,6,28,0,0,0
5ff1c946c380bd31923cc72f,2018-06-27,4.31,2018,6,27,0,0,0
5ff1c946c380bd31923cc730,2018-06-26,4.31,2018,6,26,0,0,0
5ff1c946c380bd31923cc731,2018-06-25,4.31,2018,6,25,0,0,0
5ff1c946c380bd31923cc732,2018-06-22,4.31,2018,6,22,0,0,0
5ff1c946c380bd31923cc733,2018-06-21,4.31,2018,6,21,0,0,0
5ff1c946c380bd31923cc734,2018-06-20,4.31,2018,6,20,0,0,0
5ff1c946c380bd31923cc735,2018-06-19,4.31,2018,6,19,0,0,0
5ff1c946c380bd31923cc736,2018-06-15,4.31,2018,6,15,0,0,0
5ff1c946c380bd31923cc737,2018-06-14,4.31,2018,6,14,0,0,0
5ff1c946c380bd31923cc738,2018-06-13,4.31,2018,6,13,0,0,0
5ff1c946c380bd31923cc739,2018-06-12,4.31,2018,6,12,0,0,0
5ff1c946c380bd31923cc73a,2018-06-11,4.31,2018,6,11,0,0,0
5ff1c946c380bd31923cc73b,2018-06-08,4.31,2018,6,8,0,0,0
5ff1c946c380bd31923cc73c,2018-06-07,4.31,2018,6,7,0,0,0
5ff1c946c380bd31923cc73d,2018-06-06,4.31,2018,6,6,0,0,0
5ff1c946c380bd31923cc73e,2018-06-05,4.31,2018,6,5,0,0,0
5ff1c946c380bd31923cc73f,2018-06-04,4.31,2018,6,4,0,0,0
5ff1c946c380bd31923cc740,2018-06-01,4.31,2018,6,1,0,0,0
5ff1c946c380bd31923cc741,2018-05-31,4.31,2018,5,31,0,0,0
5ff1c946c380bd31923cc742,2018-05-30,4.31,2018,5,30,0,0,0
5ff1c946c380bd31923cc743,2018-05-29,4.31,2018,5,29,0,0,0
5ff1c946c380bd31923cc744,2018-05-28,4.31,2018,5,28,0,0,0
5ff1c946c380bd31923cc745,2018-05-25,4.31,2018,5,25,0,0,0
5ff1c946c380bd31923cc746,2018-05-24,4.31,2018,5,24,0,0,0
5ff1c946c380bd31923cc747,2018-05-23,4.31,2018,5,23,0,0,0
5ff1c946c380bd31923cc748,2018-05-22,4.31,2018,5,22,0,0,0
5ff1c946c380bd31923cc749,2018-05-21,4.31,2018,5,21,0,0,0
5ff1c946c380bd31923cc74a,2018-05-18,4.31,2018,5,18,0,0,0
5ff1c946c380bd31923cc74b,2018-05-17,4.31,2018,5,17,0,0,0
5ff1c946c380bd31923cc74c,2018-05-16,4.31,2018,5,16,0,0,0
5ff1c946c380bd31923cc74d,2018-05-15,4.31,2018,5,15,0,0,0
5ff1c946c380bd31923cc74e,2018-05-14,4.31,2018,5,14,0,0,0
5ff1c946c380bd31923cc74f,2018-05-11,4.31,2018,5,11,0,0,0
5ff1c946c380bd31923cc750,2018-05-10,4.31,2018,5,10,0,0,0
5ff1c946c380bd31923cc751,2018-05-09,4.31,2018,5,9,0,0,0
5ff1c946c380bd31923cc752,2018-05-08,4.31,2018,5,8,0,0,0
5ff1c946c380bd31923cc753,2018-05-07,4.31,2018,5,7,0,0,0
5ff1c946c380bd31923cc754,2018-05-04,4.31,2018,5,4,0,0,0
5ff1c946c380bd31923cc755,2018-05-03,4.31,2018,5,3,0,0,0
5ff1c946c380bd31923cc756,2018-05-02,4.31,2018,5,2,0,0,0
5ff1c946c380bd31923cc757,2018-04-28,4.31,2018,4,28,0,0,0
5ff1c946c380bd31923cc758,2018-04-27,4.31,2018,4,27,0,0,0
5ff1c946c380bd31923cc759,2018-04-26,4.31,2018,4,26,0,0,0
5ff1c946c380bd31923cc75a,2018-04-25,4.31,2018,4,25,0,0,0
5ff1c946c380bd31923cc75b,2018-04-24,4.31,2018,4,24,0,0,0
5ff1c946c380bd31923cc75c,2018-04-23,4.31,2018,4,23,0,0,0
5ff1c946c380bd31923cc75d,2018-04-20,4.31,2018,4,20,0,0,0
5ff1c946c380bd31923cc75e,2018-04-19,4.31,2018,4,19,0,0,0
5ff1c946c380bd31923cc75f,2018-04-18,4.31,2018,4,18,0,0,0
5ff1c946c380bd31923cc760,2018-04-17,4.31,2018,4,17,0,0,0
5ff1c946c380bd31923cc761,2018-04-16,4.31,2018,4,16,0,0,0
5ff1c946c380bd31923cc762,2018-04-13,4.31,2018,4,13,0,0,0
5ff1c946c380bd31923cc763,2018-04-12,4.31,2018,4,12,0,0,0
5ff1c946c380bd31923cc764,2018-04-11,4.31,2018,4,11,0,0,0
5ff1c946c380bd31923cc765,2018-04-10,4.31,2018,4,10,0,0,0
